Test,Sensor,Distance (inches),Angle (degrees)
198,4,14.901574803149606,133.54
199,1,12.65748031496063,222.3
199,2,12.854330708661417,321.45
199,3,14.468503937007874,49.69999999999999
199,4,14.311023622047244,135.53
200,1,12.775590551181102,222.48000000000002
200,2,12.854330708661417,321.40999999999997
200,3,14.468503937007874,50.69999999999999
200,4,14.783464566929133,130.64
201,1,12.775590551181102,222.45999999999998
201,2,12.578740157480315,320.11
201,3,14.429133858267717,50.64999999999998
201,4,14.901574803149606,133.62
202,1,12.618110236220472,222.62
202,2,12.81496062992126,322.32
202,3,14.625984251968504,49.56999999999999
202,4,14.82283464566929,133.79
203,1,12.578740157480315,222.64999999999998
203,2,12.696850393700787,322.37
203,3,14.665354330708661,49.76999999999998
203,4,14.901574803149606,133.85
204,1,12.65748031496063,222.69
204,2,12.539370078740157,317.96000000000004
204,3,14.625984251968504,49.64999999999998
204,4,14.901574803149606,134.61
205,1,12.618110236220472,222.95999999999998
205,2,12.460629921259843,317.99
205,3,14.23228346456693,50.72000000000003
205,4,14.862204724409448,134.48
206,1,12.736220472440944,222.47000000000003
206,2,12.736220472440944,322.08000000000004
206,3,14.625984251968504,48.5
206,4,14.704724409448819,134.17
207,1,12.618110236220472,222.79000000000002
207,2,12.854330708661417,322.2
207,3,14.704724409448819,49.579999999999984
207,4,14.82283464566929,134.59
208,1,12.775590551181102,222.5
208,2,12.696850393700787,322.51
208,3,14.704724409448819,49.48000000000002
208,4,14.901574803149606,133.39
209,1,12.775590551181102,222.61
209,2,12.854330708661417,322.6
209,3,14.704724409448819,48.39999999999998
209,4,14.901574803149606,135.3
210,1,12.775590551181102,222.33999999999997
210,2,12.775590551181102,321.11
210,3,14.38976377952756,49.73000000000002
210,4,14.82283464566929,133.57
211,1,12.736220472440944,222.85000000000002
211,2,12.854330708661417,321.16999999999996
211,3,14.665354330708661,49.879999999999995
211,4,14.901574803149606,133.37
212,1,12.81496062992126,222.42000000000002
212,2,12.5,322.48
212,3,14.704724409448819,49.579999999999984
212,4,14.82283464566929,135.45
213,1,12.736220472440944,222.67000000000002
213,2,12.539370078740157,322.66999999999996
213,3,14.704724409448819,49.70999999999998
213,4,14.901574803149606,133.61
214,1,12.736220472440944,222.5
214,2,12.736220472440944,322.32
214,3,14.665354330708661,49.80000000000001
214,4,14.862204724409448,134.5
215,1,12.775590551181102,222.52999999999997
215,2,12.736220472440944,322.05
215,3,14.625984251968504,49.75999999999999
215,4,14.901574803149606,134.41
216,1,12.81496062992126,222.69
216,2,12.65748031496063,322.41999999999996
216,3,14.665354330708661,48.39999999999998
216,4,14.940944881889763,133.74
217,1,12.578740157480315,222.73000000000002
217,2,12.303149606299213,322.52
217,3,14.625984251968504,49.860000000000014
217,4,14.468503937007874,135.38
218,1,12.775590551181102,222.87
218,2,12.775590551181102,321.16999999999996
218,3,14.625984251968504,49.639999999999986
218,4,14.901574803149606,135.34
219,1,12.775590551181102,222.61
219,2,12.81496062992126,322.27
219,3,14.665354330708661,49.80000000000001
219,4,14.862204724409448,133.81
220,1,12.736220472440944,222.61
220,2,12.736220472440944,322.64
220,3,14.625984251968504,49.81
220,4,14.862204724409448,134.05
221,1,12.775590551181102,222.64
221,2,12.539370078740157,322.61
221,3,14.704724409448819,49.870000000000005
221,4,14.783464566929133,134.57
222,1,12.81496062992126,222.39999999999998
222,2,12.5,317.36
222,3,14.586614173228346,49.72000000000003
222,4,14.901574803149606,133.66
223,1,12.775590551181102,222.60000000000002
223,2,12.539370078740157,322.49
223,3,14.468503937007874,49.85000000000002
223,4,14.901574803149606,134.47
224,1,12.775590551181102,222.3
224,2,12.775590551181102,322.2
224,3,14.625984251968504,49.639999999999986
224,4,14.468503937007874,135.27
225,1,12.775590551181102,222.36
225,2,12.696850393700787,322.4
225,3,14.665354330708661,49.860000000000014
225,4,14.744094488188976,134.44
226,1,12.736220472440944,223.85000000000002
226,2,12.81496062992126,322.16999999999996
226,3,14.665354330708661,48.49000000000001
226,4,14.862204724409448,133.86
227,1,12.736220472440944,222.44
227,2,12.618110236220472,322.53999999999996
227,3,14.507874015748031,49.639999999999986
227,4,14.901574803149606,133.81
228,1,12.736220472440944,222.29000000000002
228,2,12.65748031496063,322.53999999999996
228,3,14.271653543307087,50.889999999999986
228,4,14.311023622047244,135.49
229,1,12.775590551181102,222.51
229,2,12.81496062992126,322.49
229,3,14.429133858267717,49.69999999999999
229,4,14.901574803149606,134.24
230,1,12.81496062992126,222.41000000000003
230,2,12.696850393700787,320.94
230,3,14.547244094488189,49.839999999999975
230,4,14.862204724409448,133.47
231,1,12.81496062992126,222.5
231,2,12.775590551181102,323.59000000000003
231,3,14.665354330708661,49.74000000000001
231,4,14.901574803149606,133.37
232,1,12.81496062992126,222.51
232,2,12.775590551181102,322.59000000000003
232,3,14.507874015748031,49.79000000000002
232,4,14.586614173228346,135.33
233,1,12.736220472440944,222.49
233,2,12.696850393700787,322.35
233,3,14.625984251968504,49.839999999999975
233,4,14.783464566929133,133.91
234,1,12.775590551181102,222.5
234,2,12.854330708661417,321.15999999999997
234,3,14.468503937007874,49.98000000000002
234,4,14.547244094488189,135.45
235,1,12.775590551181102,222.51999999999998
235,2,12.578740157480315,322.32
235,3,14.665354330708661,48.139999999999986
235,4,14.901574803149606,133.62
236,1,12.696850393700787,222.61
236,2,12.460629921259843,322.22
236,3,14.547244094488189,49.670000000000016
236,4,14.901574803149606,133.64
237,1,12.736220472440944,222.39999999999998
237,2,12.65748031496063,322.49
237,3,14.625984251968504,49.829999999999984
237,4,14.586614173228346,135.36
238,1,12.775590551181102,222.37
238,2,12.736220472440944,320.38
238,3,14.665354330708661,49.75999999999999
238,4,14.862204724409448,134.26
239,1,12.736220472440944,222.76
239,2,12.578740157480315,320.97
239,3,14.665354330708661,49.79000000000002
239,4,14.82283464566929,134.29
240,1,12.736220472440944,222.51999999999998
240,2,12.775590551181102,322.58000000000004
240,3,14.625984251968504,49.81
240,4,14.783464566929133,135.52
241,1,12.775590551181102,222.51
241,2,12.5,323.58000000000004
241,3,14.704724409448819,49.85000000000002
241,4,14.82283464566929,133.91
242,1,12.736220472440944,222.55
242,2,12.65748031496063,322.28999999999996
242,3,14.429133858267717,49.610000000000014
242,4,14.940944881889763,134.45
243,1,12.81496062992126,222.63
243,2,12.854330708661417,322.66999999999996
243,3,14.665354330708661,49.69
243,4,14.901574803149606,133.83
244,1,12.775590551181102,222.61
244,2,12.578740157480315,317.36
244,3,14.625984251968504,49.72000000000003
244,4,14.862204724409448,134.43
245,1,12.775590551181102,222.45999999999998
245,2,12.539370078740157,322.53999999999996
245,3,14.586614173228346,50.389999999999986
245,4,14.350393700787402,135.3
246,1,12.775590551181102,222.48000000000002
246,2,12.303149606299213,322.48
246,3,14.625984251968504,49.85000000000002
246,4,14.862204724409448,134.24
247,1,12.736220472440944,222.45
247,2,12.81496062992126,322.51
247,3,14.665354330708661,49.69
247,4,14.901574803149606,134.43
248,1,12.736220472440944,222.51
248,2,12.775590551181102,322.33000000000004
248,3,14.625984251968504,48.629999999999995
248,4,14.704724409448819,133.35
249,1,12.736220472440944,222.49
249,2,12.539370078740157,322.72
249,3,14.625984251968504,48.139999999999986
249,4,14.783464566929133,135.38
